index_date,gerdau_stock_price_(r$)_forecast
2021-12-01,27.371443560439342
2022-01-01,27.976282765905648
2022-02-01,28.287726341513192
2022-03-01,27.17008855673822
2022-04-01,28.46679199515421
2022-05-01,28.38424942811164
2022-06-01,28.5005855905072
2022-07-01,29.62501265868445
2022-08-01,29.203638056564998
2022-09-01,29.83089583323439
2022-10-01,29.930621150473115
2022-11-01,30.581602710179308
